timestamp,open,high,low,close,volume
1765065300000,89220.36,89231.22,89220.36,89231.21,0.62960000
1765065360000,89231.22,89261.77,89231.21,89261.76,3.39899000
1765065420000,89261.77,89264.36,89255.76,89255.79,1.80066000
1765065480000,89255.78,89255.79,89254.76,89254.77,1.75553000
1765065540000,89254.77,89254.77,89200.00,89236.79,5.77573000
1765065600000,89236.80,89246.69,89206.87,89206.88,15.36722000
1765065660000,89206.88,89211.61,89185.21,89211.60,2.45035000
1765065720000,89211.61,89211.61,89176.52,89205.38,3.76420000
1765065780000,89205.38,89269.50,89205.38,89269.50,4.08016000
1765065840000,89269.49,89312.32,89269.02,89312.32,5.37695000
1765065900000,89312.32,89356.05,89312.32,89319.23,10.53609000
1765065960000,89319.24,89342.95,89302.00,89323.86,3.80514000
1765066020000,89323.86,89323.86,89300.00,89317.55,1.37157000
1765066080000,89317.54,89331.23,89317.54,89331.23,0.64716000
1765066140000,89331.23,89335.70,89317.54,89332.32,5.05135000
1765066200000,89332.33,89383.46,89332.33,89357.34,6.63039000
1765066260000,89357.34,89357.34,89317.91,89317.91,1.83417000
1765066320000,89317.92,89317.92,89285.40,89285.40,1.25183000
1765066380000,89285.41,89285.41,89200.00,89200.01,5.41005000
1765066440000,89200.01,89224.12,89184.00,89184.00,1.76436000
1765066500000,89184.00,89201.39,89184.00,89188.02,2.50130000
1765066560000,89188.02,89219.46,89181.29,89219.46,2.15038000
1765066620000,89219.46,89247.06,89219.45,89238.25,1.15257000
1765066680000,89238.25,89238.25,89208.39,89234.72,1.38703000
1765066740000,89234.71,89256.23,89216.82,89216.82,2.46036000
1765066800000,89216.62,89234.71,89200.00,89234.71,2.76195000
1765066860000,89234.71,89287.55,89234.70,89273.36,2.02796000
1765066920000,89273.36,89281.88,89250.44,89281.87,1.60705000
1765066980000,89281.88,89313.14,89261.66,89261.66,3.94654000
1765067040000,89261.66,89335.20,89261.66,89303.42,6.49119000
1765067100000,89303.42,89343.34,89302.00,89317.65,3.18896000
1765067160000,89317.66,89319.06,89302.00,89302.00,0.82398000
1765067220000,89302.00,89322.56,89300.00,89316.44,1.43106000
1765067280000,89316.45,89343.44,89316.44,89343.44,0.57299000
1765067340000,89343.44,89367.18,89343.43,89351.65,5.87266000
1765067400000,89351.65,89378.00,89346.49,89354.45,1.41677000
1765067460000,89354.44,89403.72,89351.78,89403.72,3.57029000
1765067520000,89403.71,89427.68,89403.71,89404.00,4.46426000
1765067580000,89404.00,89447.97,89388.01,89447.97,3.52624000
1765067640000,89447.97,89447.97,89414.05,89430.09,4.20332000
1765067700000,89430.08,89448.63,89430.08,89430.09,2.22695000
1765067760000,89430.09,89438.44,89408.66,89438.43,2.30838000
1765067820000,89438.44,89486.00,89438.43,89486.00,5.23779000
1765067880000,89486.00,89517.98,89484.90,89484.91,9.47159000
1765067940000,89484.91,89530.00,89484.91,89529.99,2.74068000
1765068000000,89529.99,89553.46,89510.09,89510.10,7.03321000
1765068060000,89510.10,89533.66,89465.50,89533.65,5.28313000
1765068120000,89533.66,89553.82,89514.63,89514.64,4.11252000
1765068180000,89514.64,89549.45,89507.33,89507.34,1.61751000
1765068240000,89507.33,89507.33,89506.00,89506.00,0.84242000
1765068300000,89506.01,89525.24,89487.53,89506.00,7.24928000
1765068360000,89506.01,89506.01,89465.49,89465.49,2.26669000
1765068420000,89465.49,89505.96,89465.49,89487.12,2.25686000
1765068480000,89487.13,89487.13,89450.00,89450.01,4.78815000
1765068540000,89450.01,89470.48,89448.62,89453.42,2.80385000
1765068600000,89453.43,89494.29,89453.42,89494.29,8.52826000
1765068660000,89494.30,89532.82,89494.30,89495.93,23.89255000
1765068720000,89495.92,89506.70,89466.00,89475.04,3.62637000
1765068780000,89475.04,89502.15,89448.62,89454.03,6.79993000
1765068840000,89454.03,89463.50,89454.02,89463.49,1.27477000
1765068900000,89463.50,89489.55,89463.49,89468.64,3.47811000
1765068960000,89468.64,89468.65,89467.79,89467.79,0.46814000
1765069020000,89467.79,89489.40,89467.78,89489.39,2.63710000
1765069080000,89489.40,89500.14,89458.86,89458.87,1.41748000
1765069140000,89458.87,89458.87,89392.39,89392.39,11.57991000
1765069200000,89392.39,89495.99,89392.39,89473.67,10.87657000
1765069260000,89473.67,89529.78,89473.66,89508.00,2.92170000
1765069320000,89508.00,89508.00,89461.73,89461.74,1.33937000
1765069380000,89461.73,89461.74,89455.00,89461.73,2.82267000
1765069440000,89461.73,89461.74,89461.73,89461.74,1.55283000
1765069500000,89461.73,89488.18,89461.73,89488.17,1.95014000
1765069560000,89488.17,89488.18,89448.62,89448.63,1.41236000
1765069620000,89448.62,89448.62,89426.00,89426.00,1.07034000
1765069680000,89426.00,89453.75,89425.94,89441.19,2.34465000
1765069740000,89441.20,89453.71,89441.19,89453.70,0.63874000
1765069800000,89453.71,89499.50,89453.71,89499.50,3.04909000
1765069860000,89499.50,89511.86,89480.01,89480.01,3.04796000
1765069920000,89480.00,89498.81,89480.00,89498.80,0.56264000
1765069980000,89498.81,89498.81,89496.10,89496.11,1.08690000
1765070040000,89496.11,89496.11,89494.10,89494.10,1.63901000
1765070100000,89494.11,89515.20,89479.88,89515.20,1.97473000
1765070160000,89515.20,89539.92,89515.20,89523.09,1.42486000
1765070220000,89523.09,89547.51,89523.09,89547.51,2.13144000
1765070280000,89547.51,89553.82,89523.09,89553.82,2.89597000
1765070340000,89553.82,89572.84,89553.81,89553.82,2.99655000
1765070400000,89553.82,89588.23,89553.82,89570.73,7.92495000
1765070460000,89570.74,89570.74,89559.09,89570.74,0.73354000
1765070520000,89570.73,89570.74,89523.09,89523.09,3.28619000
1765070580000,89523.09,89523.10,89500.00,89500.01,2.17020000
1765070640000,89500.01,89500.01,89495.11,89495.12,0.22862000
1765070700000,89495.12,89495.12,89422.19,89422.20,4.24998000
1765070760000,89422.19,89439.03,89407.36,89439.03,3.42416000
1765070820000,89439.02,89479.88,89439.02,89449.93,2.17947000
1765070880000,89449.92,89450.00,89448.62,89448.62,0.70817000
1765070940000,89448.63,89450.00,89448.62,89449.99,1.17055000
1765071000000,89450.00,89493.25,89449.99,89483.01,4.93839000
1765071060000,89483.00,89483.01,89454.45,89454.46,4.18525000
1765071120000,89454.46,89456.32,89444.46,89456.32,1.43980000
1765071180000,89456.31,89456.32,89407.80,89407.80,2.81016000
1765071240000,89407.80,89427.04,89407.80,89427.04,2.73373000
1765071300000,89427.04,89428.56,89418.00,89428.55,3.01534000
1765071360000,89428.56,89428.56,89408.64,89419.08,2.25768000
1765071420000,89419.08,89438.22,89419.07,89438.21,0.65102000
1765071480000,89438.21,89438.21,89404.00,89404.00,2.05911000
1765071540000,89404.00,89404.00,89391.05,89402.60,1.99670000
1765071600000,89402.59,89402.60,89393.06,89402.59,1.51633000
1765071660000,89402.60,89412.02,89402.59,89406.42,1.42319000
1765071720000,89406.41,89406.41,89391.01,89391.01,1.06569000
1765071780000,89391.02,89391.02,89386.01,89390.03,0.71460000
1765071840000,89390.04,89409.38,89390.03,89404.01,1.59272000
1765071900000,89404.01,89404.01,89358.91,89358.91,3.36448000
1765071960000,89358.92,89388.18,89358.91,89388.18,1.36919000
1765072020000,89388.17,89397.00,89379.82,89379.82,1.69253000
1765072080000,89379.83,89400.00,89379.82,89398.77,1.99946000
1765072140000,89398.76,89413.02,89398.76,89413.01,0.62366000
1765072200000,89413.01,89431.30,89413.01,89431.29,1.14509000
1765072260000,89431.30,89449.14,89431.29,89449.12,1.52213000
1765072320000,89449.13,89449.13,89382.49,89382.49,1.77275000
1765072380000,89382.49,89382.49,89363.02,89364.56,3.27674000
1765072440000,89364.57,89364.57,89363.02,89363.03,0.35138000
1765072500000,89363.02,89363.03,89363.02,89363.02,0.38351000
1765072560000,89363.02,89363.03,89343.42,89343.42,2.18288000
1765072620000,89343.42,89343.43,89343.42,89343.43,0.32907000
1765072680000,89343.42,89343.43,89343.42,89343.42,0.59576000
1765072740000,89343.42,89343.42,89300.00,89300.00,5.38301000
1765072800000,89300.00,89324.47,89300.00,89324.47,3.35727000
1765072860000,89324.47,89349.00,89324.46,89348.99,1.16831000
1765072920000,89349.00,89351.33,89332.32,89351.32,1.24227000
1765072980000,89351.33,89380.00,89351.32,89379.99,1.33125000
1765073040000,89379.99,89386.63,89343.43,89368.68,1.33832000
1765073100000,89368.68,89377.19,89368.67,89377.19,0.90881000
1765073160000,89377.20,89387.18,89377.20,89387.18,0.89111000
1765073220000,89387.18,89404.00,89387.17,89387.18,2.37872000
1765073280000,89387.18,89387.18,89387.17,89387.17,0.86259000
1765073340000,89387.18,89396.45,89387.17,89396.45,0.83328000
1765073400000,89396.44,89396.45,89387.17,89387.18,0.30876000
1765073460000,89387.18,89387.18,89387.17,89387.18,1.21466000
1765073520000,89387.18,89422.63,89387.17,89422.63,0.84267000
1765073580000,89422.63,89422.64,89387.18,89387.19,0.72328000
1765073640000,89387.19,89387.19,89370.00,89370.01,2.96943000
1765073700000,89370.01,89396.61,89370.00,89396.61,0.85676000
1765073760000,89396.61,89412.81,89390.04,89412.81,0.95340000
1765073820000,89412.81,89434.31,89412.80,89434.31,0.58094000
1765073880000,89434.32,89460.79,89434.32,89460.79,1.79313000
1765073940000,89460.78,89503.99,89460.78,89484.80,3.75557000
1765074000000,89484.80,89506.00,89468.17,89500.45,4.29540000
1765074060000,89500.45,89505.98,89471.53,89471.53,3.67008000
1765074120000,89471.54,89494.71,89462.58,89493.08,3.80366000
1765074180000,89493.09,89493.09,89463.11,89463.11,2.17921000
1765074240000,89463.12,89463.12,89463.11,89463.11,0.92010000
1765074300000,89463.11,89463.12,89443.55,89443.55,1.35158000
1765074360000,89443.56,89449.27,89443.55,89448.63,0.73525000
1765074420000,89448.62,89469.55,89448.62,89452.07,1.35394000
1765074480000,89452.08,89462.95,89452.07,89452.07,3.05681000
1765074540000,89452.07,89452.08,89441.25,89441.26,0.82100000
1765074600000,89441.26,89441.26,89416.21,89434.85,3.96220000
1765074660000,89434.84,89441.26,89434.84,89441.25,0.73859000
1765074720000,89441.26,89455.93,89441.25,89450.21,10.85973000
1765074780000,89450.20,89450.21,89439.82,89439.82,3.78143000
1765074840000,89439.82,89439.83,89430.02,89430.02,0.62626000
1765074900000,89430.02,89450.20,89430.02,89450.20,1.21987000
1765074960000,89450.19,89450.20,89440.35,89440.35,2.19762000
1765075020000,89440.35,89440.36,89414.25,89414.25,1.25339000
1765075080000,89414.25,89414.26,89381.68,89381.69,1.74281000
1765075140000,89381.68,89410.10,89381.68,89410.09,1.31811000
1765075200000,89410.10,89441.28,89392.38,89437.77,6.11421000
1765075260000,89437.76,89437.77,89421.05,89421.06,1.18816000
1765075320000,89421.06,89421.06,89407.07,89407.07,0.98778000
1765075380000,89407.07,89418.17,89407.07,89418.17,1.33770000
1765075440000,89418.17,89450.17,89418.17,89450.17,0.91941000
1765075500000,89450.17,89450.17,89450.16,89450.17,1.05528000
1765075560000,89450.16,89450.20,89450.16,89450.19,0.57949000
1765075620000,89450.19,89476.28,89450.19,89476.27,8.52453000
1765075680000,89476.27,89476.28,89474.55,89474.56,5.32313000
1765075740000,89474.56,89498.67,89474.55,89498.67,0.62167000
1765075800000,89498.66,89519.89,89498.66,89519.88,2.42178000
1765075860000,89519.89,89550.00,89519.88,89549.99,1.87284000
1765075920000,89549.99,89549.99,89520.50,89534.33,4.15220000
1765075980000,89534.33,89542.71,89525.75,89525.75,1.42510000
1765076040000,89525.76,89576.00,89525.75,89576.00,11.21501000
1765076100000,89576.00,89589.73,89560.88,89589.72,8.48618000
1765076160000,89589.72,89608.00,89589.72,89600.31,2.69687000
1765076220000,89600.31,89608.00,89600.31,89608.00,5.28948000
1765076280000,89607.99,89695.65,89607.99,89667.83,29.05486000
1765076340000,89667.82,89667.82,89621.92,89621.96,4.34372000
1765076400000,89621.95,89621.96,89603.00,89603.81,9.50521000
1765076460000,89603.81,89604.19,89595.15,89595.16,1.39690000
1765076520000,89595.15,89595.16,89567.84,89576.66,1.33122000
1765076580000,89576.65,89606.96,89576.65,89582.15,2.42865000
1765076640000,89582.16,89582.16,89553.81,89553.82,1.21989000
1765076700000,89553.81,89570.95,89553.81,89570.94,1.52587000
1765076760000,89570.94,89570.95,89570.94,89570.94,1.36351000
1765076820000,89570.94,89571.75,89553.81,89561.96,2.35681000
1765076880000,89561.96,89600.51,89561.95,89600.50,1.55782000
1765076940000,89600.51,89600.51,89584.94,89584.95,0.74159000
1765077000000,89584.95,89613.49,89580.81,89580.82,1.56449000
1765077060000,89580.82,89613.19,89564.68,89608.00,1.89525000
1765077120000,89608.00,89640.00,89608.00,89631.28,8.12000000
1765077180000,89631.29,89631.29,89608.00,89608.00,0.58485000
1765077240000,89608.00,89608.01,89592.32,89592.32,3.24531000
1765077300000,89592.33,89592.33,89565.68,89583.49,5.73849000
1765077360000,89583.49,89583.50,89583.49,89583.49,0.18705000
1765077420000,89583.50,89583.50,89560.55,89560.55,1.11961000
1765077480000,89560.55,89585.91,89553.81,89585.91,3.34676000
1765077540000,89585.91,89607.77,89583.38,89607.77,1.33317000
1765077600000,89607.77,89607.77,89589.82,89600.20,1.43891000
1765077660000,89600.20,89600.20,89594.17,89594.17,1.10218000
1765077720000,89594.18,89594.18,89557.17,89557.17,3.65809000
