interval_start,trade_id,market_id,side,entry_odds,fair_probability,edge,btc_price_entry,btc_price_close,bet_size,balance_before,balance_after,outcome,payout,profit_loss,resolved_outcome,mode
2025-12-09T12:15:00+00:00,BT-00032,SYN-202512091215,UP,0.4897,0.5500,0.0728,90354.26,90556.00,5.95,198.38,204.46,WIN,12.03,6.08,UP,BACKTEST
2025-12-09T15:15:00+00:00,BT-00033,SYN-202512091515,UP,0.5236,0.5500,0.0360,90599.99,91148.57,6.13,204.46,209.92,WIN,11.59,5.46,UP,BACKTEST
2025-12-09T15:45:00+00:00,BT-00034,SYN-202512091545,DOWN,0.4833,0.5200,0.0463,92050.90,92707.51,6.30,209.92,203.62,LOSS,0.00,-6.30,UP,BACKTEST
2025-12-09T16:30:00+00:00,BT-00035,SYN-202512091630,UP,0.5174,0.5500,0.0422,93376.78,94228.67,6.11,203.62,209.20,WIN,11.69,5.58,UP,BACKTEST
2025-12-09T17:15:00+00:00,BT-00036,SYN-202512091715,DOWN,0.4921,0.5500,0.0700,94223.27,93757.64,6.28,209.20,215.55,WIN,12.63,6.35,DOWN,BACKTEST
2025-12-09T18:30:00+00:00,BT-00037,SYN-202512091830,DOWN,0.4716,0.5200,0.0588,94121.01,93895.63,6.47,215.55,222.66,WIN,13.58,7.11,DOWN,BACKTEST
2025-12-09T20:15:00+00:00,BT-00038,SYN-202512092015,DOWN,0.4724,0.5500,0.0932,93705.61,93080.12,6.68,222.66,229.98,WIN,14.00,7.32,DOWN,BACKTEST
2025-12-09T21:30:00+00:00,BT-00039,SYN-202512092130,DOWN,0.4691,0.5200,0.0618,93106.27,92679.71,6.90,229.98,237.64,WIN,14.56,7.66,DOWN,BACKTEST
2025-12-09T22:30:00+00:00,BT-00040,SYN-202512092230,UP,0.5176,0.5500,0.0420,92506.68,92950.30,7.13,237.64,244.15,WIN,13.64,6.51,UP,BACKTEST
2025-12-09T23:00:00+00:00,BT-00041,SYN-202512092300,DOWN,0.4714,0.5200,0.0591,92884.00,92587.81,7.32,244.15,252.21,WIN,15.37,8.05,DOWN,BACKTEST
2025-12-10T00:15:00+00:00,BT-00042,SYN-202512100015,DOWN,0.4925,0.5500,0.0695,92700.33,92530.55,7.57,252.21,259.85,WIN,15.22,7.65,DOWN,BACKTEST
2025-12-10T00:45:00+00:00,BT-00043,SYN-202512100045,DOWN,0.5228,0.5500,0.0368,92486.93,92130.81,7.80,259.85,266.82,WIN,14.77,6.97,DOWN,BACKTEST
2025-12-10T01:30:00+00:00,BT-00044,SYN-202512100130,DOWN,0.5042,0.5500,0.0557,92276.93,92253.49,8.00,266.82,274.53,WIN,15.71,7.71,DOWN,BACKTEST
2025-12-10T02:00:00+00:00,BT-00045,SYN-202512100200,DOWN,0.4871,0.5500,0.0759,92316.35,92228.57,8.24,274.53,283.04,WIN,16.75,8.51,DOWN,BACKTEST
2025-12-10T04:15:00+00:00,BT-00046,SYN-202512100415,UP,0.4891,0.5200,0.0405,92494.90,92434.90,8.49,283.04,274.55,LOSS,0.00,-8.49,DOWN,BACKTEST
2025-12-10T08:30:00+00:00,BT-00047,SYN-202512100830,DOWN,0.4781,0.5200,0.0515,92677.56,92607.14,8.24,274.55,283.37,WIN,17.06,8.82,DOWN,BACKTEST
2025-12-10T09:45:00+00:00,BT-00048,SYN-202512100945,UP,0.4957,0.5500,0.0657,92605.19,92920.01,8.50,283.37,291.84,WIN,16.98,8.48,UP,BACKTEST
2025-12-10T15:00:00+00:00,BT-00049,SYN-202512101500,UP,0.4895,0.5200,0.0401,91831.24,92092.82,8.76,291.84,300.80,WIN,17.72,8.96,UP,BACKTEST
2025-12-10T16:00:00+00:00,BT-00050,SYN-202512101600,DOWN,0.4844,0.5200,0.0452,92063.69,92239.09,9.02,300.80,291.78,LOSS,0.00,-9.02,UP,BACKTEST
2025-12-10T16:30:00+00:00,BT-00051,SYN-202512101630,DOWN,0.5163,0.5500,0.0433,92484.48,92363.03,8.75,291.78,299.81,WIN,16.78,8.03,DOWN,BACKTEST
2025-12-10T17:15:00+00:00,BT-00052,SYN-202512101715,UP,0.5129,0.5500,0.0467,92237.57,92316.04,8.99,299.81,308.17,WIN,17.35,8.36,UP,BACKTEST
2025-12-10T18:00:00+00:00,BT-00053,SYN-202512101800,DOWN,0.4910,0.5200,0.0386,92396.23,92401.28,9.25,308.17,298.92,LOSS,0.00,-9.25,UP,BACKTEST
2025-12-10T18:45:00+00:00,BT-00054,SYN-202512101845,UP,0.4836,0.5500,0.0799,92582.12,92503.48,8.97,298.92,289.95,LOSS,0.00,-8.97,DOWN,BACKTEST
2025-12-10T19:15:00+00:00,BT-00055,SYN-202512101915,DOWN,0.5040,0.5500,0.0560,93001.71,92467.72,8.70,289.95,298.34,WIN,17.09,8.39,DOWN,BACKTEST
2025-12-10T20:00:00+00:00,BT-00056,SYN-202512102000,DOWN,0.5091,0.5500,0.0505,92957.67,94252.99,8.95,298.34,289.39,LOSS,0.00,-8.95,UP,BACKTEST
2025-12-10T20:45:00+00:00,BT-00057,SYN-202512102045,DOWN,0.4727,0.5500,0.0928,93696.51,92453.89,8.68,289.39,298.89,WIN,18.18,9.50,DOWN,BACKTEST
2025-12-10T22:00:00+00:00,BT-00058,SYN-202512102200,UP,0.4931,0.5200,0.0365,92356.39,92190.80,8.97,298.89,289.92,LOSS,0.00,-8.97,DOWN,BACKTEST
2025-12-10T23:00:00+00:00,BT-00059,SYN-202512102300,DOWN,0.4719,0.5200,0.0584,92509.94,92315.35,8.70,289.92,299.47,WIN,18.25,9.55,DOWN,BACKTEST
2025-12-11T00:30:00+00:00,BT-00060,SYN-202512110030,DOWN,0.4770,0.5200,0.0526,91767.46,91271.88,8.98,299.47,309.13,WIN,18.64,9.66,DOWN,BACKTEST
2025-12-11T01:00:00+00:00,BT-00061,SYN-202512110100,DOWN,0.5036,0.5500,0.0564,91386.17,90987.92,9.27,309.13,318.08,WIN,18.22,8.95,DOWN,BACKTEST
2025-12-11T02:00:00+00:00,BT-00062,SYN-202512110200,DOWN,0.4973,0.5500,0.0639,90674.75,90239.11,9.54,318.08,327.53,WIN,18.99,9.45,DOWN,BACKTEST
2025-12-11T03:30:00+00:00,BT-00063,SYN-202512110330,DOWN,0.4828,0.5200,0.0468,89737.48,89820.44,9.83,327.53,317.70,LOSS,0.00,-9.83,UP,BACKTEST
2025-12-11T04:00:00+00:00,BT-00064,SYN-202512110400,DOWN,0.4654,0.5200,0.0661,89880.00,90053.24,9.53,317.70,308.17,LOSS,0.00,-9.53,UP,BACKTEST
2025-12-11T13:30:00+00:00,BT-00065,SYN-202512111330,DOWN,0.4725,0.5200,0.0577,90051.66,90042.29,9.25,308.17,318.30,WIN,19.38,10.13,DOWN,BACKTEST
2025-12-11T14:30:00+00:00,BT-00066,SYN-202512111430,DOWN,0.4761,0.5500,0.0888,90139.20,90281.91,9.55,318.30,308.75,LOSS,0.00,-9.55,UP,BACKTEST
2025-12-11T15:00:00+00:00,BT-00067,SYN-202512111500,UP,0.5240,0.5500,0.0356,89545.23,90112.02,9.26,308.75,316.98,WIN,17.49,8.23,UP,BACKTEST
2025-12-11T15:30:00+00:00,BT-00068,SYN-202512111530,DOWN,0.4691,0.5200,0.0617,90251.24,89806.84,9.51,316.98,327.54,WIN,20.07,10.56,DOWN,BACKTEST
2025-12-11T18:45:00+00:00,BT-00069,SYN-202512111845,DOWN,0.5022,0.5500,0.0582,91169.65,90710.50,9.83,327.54,337.09,WIN,19.38,9.55,DOWN,BACKTEST
2025-12-11T19:15:00+00:00,BT-00070,SYN-202512111915,UP,0.4840,0.5200,0.0456,90792.00,91124.59,10.00,337.09,347.55,WIN,20.45,10.45,UP,BACKTEST
2025-12-11T20:00:00+00:00,BT-00071,SYN-202512112000,UP,0.5062,0.5500,0.0534,90839.81,91356.17,10.00,347.55,357.10,WIN,19.56,9.56,UP,BACKTEST
2025-12-11T20:30:00+00:00,BT-00072,SYN-202512112030,UP,0.5209,0.5500,0.0387,91055.17,91573.46,10.00,357.10,366.11,WIN,19.01,9.01,UP,BACKTEST
2025-12-11T21:15:00+00:00,BT-00073,SYN-202512112115,UP,0.5143,0.5500,0.0453,92461.40,93280.01,10.00,366.11,375.36,WIN,19.25,9.25,UP,BACKTEST
2025-12-11T21:45:00+00:00,BT-00074,SYN-202512112145,DOWN,0.4830,0.5200,0.0466,93174.37,92858.39,10.00,375.36,385.86,WIN,20.50,10.50,DOWN,BACKTEST
2025-12-11T22:15:00+00:00,BT-00075,SYN-202512112215,DOWN,0.4822,0.5500,0.0816,92934.37,92333.12,10.00,385.86,396.39,WIN,20.53,10.53,DOWN,BACKTEST
2025-12-11T22:45:00+00:00,BT-00076,SYN-202512112245,DOWN,0.5018,0.5500,0.0586,92392.51,92352.00,10.00,396.39,406.12,WIN,19.73,9.73,DOWN,BACKTEST
2025-12-12T01:15:00+00:00,BT-00077,SYN-202512120115,UP,0.5044,0.5500,0.0555,91810.62,92097.09,10.00,406.12,415.74,WIN,19.63,9.63,UP,BACKTEST
2025-12-12T02:00:00+00:00,BT-00078,SYN-202512120200,DOWN,0.4704,0.5200,0.0602,92170.00,92392.01,10.00,415.74,405.74,LOSS,0.00,-10.00,UP,BACKTEST
2025-12-12T06:45:00+00:00,BT-00079,SYN-202512120645,DOWN,0.4791,0.5200,0.0505,92575.22,92513.34,10.00,405.74,416.41,WIN,20.66,10.66,DOWN,BACKTEST
