timestamp,trade_id,market_id,market_question,side,entry_odds,fair_probability,edge,btc_price,bet_size,balance_before,balance_after,outcome,payout,profit_loss,mode
2026-04-06T09:15:02.636359+00:00,T1775466902636,1875345,"Bitcoin Up or Down - April 6, 5:15AM-5:30AM ET",UP,0.4500,0.5200,0.0650,69642.88,9.39,178.43,189.91,WIN,20.87,11.48,LIVE
2026-04-06T15:30:17.482251+00:00,T1775489417482,1879201,"Bitcoin Up or Down - April 6, 11:30AM-11:45AM ET",UP,0.4650,0.5200,0.0550,69763.97,9.92,188.66,200.07,WIN,21.33,11.41,LIVE
2026-04-06T15:45:21.477653+00:00,T1775490321477,1879314,"Bitcoin Up or Down - April 6, 11:45AM-12:00PM ET",UP,0.4600,0.5200,0.0550,69840.91,9.43,200.07,211.14,WIN,20.50,11.07,LIVE
2026-04-06T16:15:02.414079+00:00,T1775492102414,1879923,"Bitcoin Up or Down - April 6, 12:15PM-12:30PM ET",UP,0.4550,0.5200,0.0650,70072.44,10.91,207.29,196.38,LOSS,0.00,-10.91,LIVE
2026-04-06T17:15:02.295928+00:00,T1775495702295,1880803,"Bitcoin Up or Down - April 6, 1:15PM-1:30PM ET",DOWN,0.4600,0.5200,0.0650,69334.93,10.36,196.94,186.58,LOSS,0.00,-10.36,LIVE
2026-04-06T23:00:03.046866+00:00,T1775516403046,1884188,"Bitcoin Up or Down - April 6, 7:00PM-7:15PM ET",DOWN,0.4150,0.5200,0.1050,68787.89,9.85,187.09,200.98,WIN,23.73,13.88,LIVE
2026-04-06T23:15:02.580627+00:00,T1775517302580,1884348,"Bitcoin Up or Down - April 6, 7:15PM-7:30PM ET",DOWN,0.4350,0.5500,0.1150,68567.71,9.35,200.98,213.12,WIN,21.49,12.14,LIVE
2026-04-07T13:45:25.939448+00:00,T1775569525939,1891005,"Bitcoin Up or Down - April 7, 9:45AM-10:00AM ET",DOWN,0.4950,0.5200,0.0250,68341.86,10.94,207.80,218.96,WIN,22.10,11.16,LIVE
2026-04-07T20:15:25.843740+00:00,T1775592925843,1895980,"Bitcoin Up or Down - April 7, 4:15PM-4:30PM ET",UP,0.4550,0.5200,0.0650,69480.65,11.49,218.24,206.75,LOSS,0.00,-11.49,LIVE
2026-04-08T18:45:45.205977+00:00,T1775673945205,1910509,"Bitcoin Up or Down - April 8, 2:45PM-3:00PM ET",DOWN,0.4750,0.5200,0.0450,71291.05,10.91,207.34,219.40,WIN,22.97,12.06,LIVE
2026-04-09T13:46:18.635569+00:00,T1775742378635,1918338,"Bitcoin Up or Down - April 9, 9:45AM-10:00AM ET",DOWN,0.4500,0.5200,0.0650,70890.61,11.46,217.75,231.76,WIN,25.47,14.01,LIVE
2026-04-09T15:15:03.525531+00:00,T1775747703525,1918972,"Bitcoin Up or Down - April 9, 11:15AM-11:30AM ET",UP,0.4950,0.5500,0.0550,71328.14,12.11,230.09,217.98,LOSS,0.00,-12.11,LIVE
2026-04-09T15:45:07.961782+00:00,T1775749507961,1919232,"Bitcoin Up or Down - April 9, 11:45AM-12:00PM ET",UP,0.4550,0.5200,0.0650,72100.00,11.50,218.60,232.38,WIN,25.27,13.77,LIVE
2026-04-09T18:45:11.095899+00:00,T1775760311095,1920937,"Bitcoin Up or Down - April 9, 2:45PM-3:00PM ET",DOWN,0.4750,0.5200,0.0450,71853.99,12.11,230.01,217.90,LOSS,0.00,-12.11,LIVE
2026-04-10T05:00:08.086574+00:00,T1775797208086,1925115,"Bitcoin Up or Down - April 10, 1:00AM-1:15AM ET",UP,0.4650,0.5200,0.0550,72126.68,11.50,218.53,207.03,LOSS,0.00,-11.50,LIVE
2026-04-11T04:15:03.126745+00:00,T1775880903126,1933920,"Bitcoin Up or Down - April 11, 12:15AM-12:30AM ET",DOWN,0.4750,0.5200,0.0450,72837.99,10.93,207.61,219.69,WIN,23.01,12.08,LIVE
2026-04-11T16:45:01.905122+00:00,T1775925901905,1938580,"Bitcoin Up or Down - April 11, 12:45PM-1:00PM ET",UP,0.4550,0.5200,0.0650,73107.54,11.63,220.90,209.27,LOSS,0.00,-11.63,LIVE
2026-04-12T20:45:05.723592+00:00,T1776026705723,1950198,"Bitcoin Up or Down - April 12, 4:45PM-5:00PM ET",UP,0.4550,0.5200,0.0650,71358.37,11.05,209.86,223.10,WIN,24.29,13.24,LIVE
2026-04-13T14:45:59.016102+00:00,T1776091559016,1959088,"Bitcoin Up or Down - April 13, 10:45AM-11:00AM ET",UP,0.4300,0.5500,0.1050,71959.29,11.62,220.85,236.25,WIN,27.02,15.40,LIVE
2026-04-13T15:00:48.733856+00:00,T1776092448733,1959181,"Bitcoin Up or Down - April 13, 11:00AM-11:15AM ET",UP,0.4500,0.5500,0.1000,72346.98,11.04,236.25,225.21,LOSS,0.00,-11.04,LIVE
